Date,Location,Operator,Aircraft_Type,Registration,Fatalities,Total_Onboard,Ground_Fatalities
1982-01-14,"Near Addis Ababa, Ethiopia",Military - Ethiopian Air Force,Antonov AN-26,71383,73,73,0
1982-01-23,"Logan Airport, Boston, Massachusetts",World Airways,McDonnell Douglas DC-10-30CF,N113WA,2,212,0
1982-01-25,"Constanta, Romania",Tarom,Antonov An-24RV,YR-BMD,7,7,0
1982-02-03,"Djibouti, Djbouti",Military - French Air Force,Nord 2501 Noratlas,140/88JA,35,35,0
1982-02-06,"Island of Cheju, South Korea",Military - Republic Korea Air Force,Fairchild C-123,?,53,53,0
1982-02-07,"Near Srinagar, India",Military - Indian Air Force,Fairchild C-119G,?,23,23,0
1982-02-09,"Mt. Ipao, Philippines",Trans Air Services,Douglas DC-3 (C-47A-70-DL),RP-C141,3,32,0
1982-02-09,"Tokyo, Japan",Japan Air Lines,McDonnell Douglas DC-8-61,JA-8061,24,174,0
1982-02-19,"Cerro el Tablazo, Colombia",LAC Columbia,Douglas DC-6BF,HK-1706,4,4,0
1982-02-21,"Providence, Rhode Island",Pilgrim Airlines,de Havilland DHC -6-100,N127PM,1,12,0
1982-03-11,"Mehamn, Norway",Wideroe's Flyveselksap,de Havilland Canada DHC-6 Twin Otter 300,LN-BNK,15,15,0
1982-03-19,"Near Woodstock, Illinois",Military - U.S. Air Force,Boeing KC-135C,58-0031,27,27,0
1982-03-19,"Leesburg, Florida",Private,Beechcraft Bonanza F35,N567LT,3,3,0
1982-03-20,"Branti Airport, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,PK-GVK,27,27,0
1982-03-26,"Queate, Colombia",Aeropesca Colombia,Vickers Viscount 745D,HK-2382,21,21,0
1982-04-11,"Near Tanana, Alaska",Air Taxi - Tundra Copters,Hughes 369D,N11058,3,3,0
1982-04-13,"Near Erzurum, Turkey",Military - U.S. Air Force,Lockheed C-130H,74-1678,27,27,0
1982-04-26,"Near Yangshuo, Guangxi, China",CAAC,Hawker Siddeley Trident 2E,B-266,112,112,0
1982-04-30,Gulf of Thailand,Okanagan Helicopters,Sikorsky S-76,C-GIMF,13,13,0
1982-05-09,"Off Aden, Yemen",Alyemda,de Havilland Canada DHC-7-103,7O-ACK,47,49,0
1982-05-12,"Judsonia, Arkansas",Military - U.S. Air Force,Lockheed C-130E Hercules,64-0543,7,7,0
1982-05-19,South Atlantic Ocean,Military - Royal British Navy,Westland Sea King HC-4 (helicopter),ZA-294,21,30,0
1982-05-25,"Brazilia, Brazil",VASP,Boeing B-737-200,PP-SMY,2,118,0
1982-05-28,"Off Natuma Island, Indonesia",Pelita Air Service,Aerospatiale 330G Puma,PK-PDU,10,10,0
1982-06-01,"Near Songnam-si, South Korea",Military - Republic of Korea Air Force,Fairchild C-123,56-4391,53,53,0
1982-06-08,"Near Pacatuba, Brazil",VASP,Boeing B-727-212A,PP-SRK,137,137,0
1982-06-12,"Tabatinga, Brazil",TABA,Fairchild-Hiller FH-227B-LCD,PT-LBV,44,44,0
1982-06-22,"Bombay, India",Air India,Boeing B-707-437,VT-DJJ,17,111,0
1982-06-24,"Mount Galunggung, Indonesia",British Airways,Boeing B-747,G-BDXH,0,257,0
1982-06-28,"Southern Belarus, USSR",Aeroflot,Yakovlev YAK-42,CCCP-42529,132,132,0
1982-07-03,"Oganda, Gabon",Air Affaires Gabon,Cessna 404 Titan,TR-LYQ,12,12,0
1982-07-06,"Near Moscow, Russia",Aeroflot,Ilyushin IL-62M,CCCP-86513,90,90,0
1982-07-09,"Kenner, Louisiana",Pan American World Airways,Boeing B-727-235,N4737,145,145,8
1982-07-11,"Jolo, Philippines",Philippine Air Lines,Hawker Siddeley HS-748-209 Srs. 2,RP-C1014,4,30,0
1982-07-23,"Castaic, California",Western Helicopter,Bell UH-1B Huey Helicopter,N87701,0,1,3
1982-08-11,Pacific Ocean,Pan American World Airways,Boeing B-747-121,N754PA,1,285,0
1982-08-12,"Mindat, Myanmar",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,XY-AEB,8,8,0
1982-08-14,"Near Managua, Nicaragua",Military - Nicaraguan Air Force,Arava 201,223,20,20,0
1982-08-14,"Sukhumi, Georgia, USSR",Aeroflot / Aeroflot,Let 410UVP Turbojet / Tupolev TU-134V,67191 65836,11,11,0
1982-09-01,"Near Valladolid, Ecuador",Aerolineas Condor,de Havilland Canada DHC-4A Caribou,HC-BHZ,44,44,0
1982-09-04,"Rio Branco, Brazil",Cia Brasiliera de Tratores,Gates Learjet 25B,PT-JBQ,10,10,0
1982-09-11,"Near Mannheim, West Germany",Military - U.S. Army,Boeing Vertol CH-47C (helicopter),74-22292,46,46,0
1982-09-13,"Near Malaga, Spain",Spantax,McDonnell Douglas DC-10-30CF,EC-DEG,50,394,0
1982-09-29,"Luxembourg, Luxembourg",Aeroflot,Ilyushin IL-62M,CCCP-86470,7,77,0
1982-11-17,Off Taiwan,Far Eastern Air Transport,Bell 212,B-2311,15,15,0
1982-11-29,"Lubango, Angola",TAAG Angola Airlines,Antonov AN-26,D2-TAB,15,15,0
1982-11-29,"Quetame, Colombia",Aerolineas Centrales de Colombia,de Havilland Canada DHC-6 Twin Otter 310,HK-2536,22,22,0
1982-12-07,"Near Pueblo, Colorado",Pioneer Airlines,Swearingen SA.227AC Metro III,N30093,2,2,0
1982-12-09,"La Serena, Chile",Aeronor Chile,Fairchild F-27J,CC-CJE,46,46,0
1982-12-09,"Near San Andres de Bocay, Nicaragua",Military - Nicaraguan Air Force,Mil Mi-8 (helicopter),265,84,88,0
1982-12-23,"Rostov-on-Don, Russia",Aeroflot,Antonov AN-26,CCCP-26627,16,16,0
1982-12-24,"Guangzhou, China",CAAC,Ilyushin IL-18B,B-202,25,69,0
1983-01-09,"Brainerd, Minnesota",46826/109,Convair 580-11A,N844H,1,33,0
1983-01-11,"Detroit, Michigan",United Air Lines,McDonnell Douglas DC-8-54F37,N8053U,3,3,0
1983-01-16,"Ankara, Turkey",Turkish Airlines (THY),Boeing B-727-2F2,TC-JBR,47,67,0
1983-02-13,"Fayetteville, North Carolina",Military - U.S. Air Force,Lockheed C-130H Hercules,74-1693,6,6,0
1983-03-09,"Off Macae, Brazil",Aeroleo Taxi Aereo,Bell 212,PT-HJN,11,11,0
1983-03-10,"Near Shach Goan, Afghanistan",Bakhtar Afghan Airlines,de Havilland Canada DHC-6 Twin Otter 300,YA-GAZ,19,19,0
1983-03-11,Barquisimeto Venezuela,Avensa,McDonnell Douglas DC-9-32,YV-67C,23,50,0
1983-03-30,"Newark, New Jersey",Central Airlines,Learjet 25,N51CA,2,2,0
1983-04-07,"Selawik, Alaska",Munz Northern Airlines,Britten-Norman BN-2A-8 Islander,N37MN,2,3,0
1983-04-16,"Near Khartoum, Sudan",Air Liberia,Hawker Siddeley HS-748-329 Srs. 2A,EL-AIH,8,9,9
1983-04-19,"Leninakan, Russia",Aeroflot,Yakovlev YAK-40,CCCP-87291,21,21,0
1983-04-19,"Near Toba, Japan",Japan Air Self-Defence Force,Kawasaki C-1 / C-1,58-1009/68-1015,14,14,0
1983-04-26,"Iwakuni AB, Japan",Military - Japan Maritime Self Defense Force,Shin Meiwa PS-1,5801,11,14,0
1983-04-29,"Guayaquil, Ecuador",SAN Ecuador,Sud Aviation SE-210 Caravelle VIR,HC-BAT,8,100,0
1983-04-30,"Jacksonville, Florida",Military - United States Navy,Convair CV-340,141010,15,15,0
1983-05-05,"En route Miami, FL - Nassau, Bahamas",Eastern Air Lines,Lockheed L-1011,N334EA,0,172,0
1983-05-05,"Near Ban Ta Khli, Thailand",Military - Royal Thai Air Force,Fairchild C-123K,L4K-12/18,30,30,0
1983-05-06,"Klyuchi, Russia",Military - Soviet Air Force,Antonov An-26,?,33,37,0
1983-06-02,"Tanjung Karang, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 3000RC,PK-GFV,3,61,0
1983-06-02,"Cincinnati International Airport, Covington/Hebron, Kentucky",Air Canada,McDonnell Douglas DC-9-32,C-FTLU,23,46,0
1983-06-06,"Off Quemoy, Taiwan",Military - Republic of China Air Force,Fairchild C-199G,?,47,47,0
1983-06-08,"Near Cold Bay, Alaska",Reeve Aleutian Airways,Lockheed L-188C Electra,N1968R,0,15,0
1983-06-16,"Kauai, Hawaii",Military - U.S. Navy,Lockheed P-3B Orion,152720,14,14,0
1983-06-21,"Niela, Mali",Air Mali,de Havilland Canada DHC-6 Twin Otter 300,TZ-ACH,7,7,0
1983-06-28,"Las Vegas, Nevada",Military - U.S. Air Force,Lockheed C-130H Hercules,74-2068,6,6,0
1983-07-01,"Labe, Guinea",CAAK,Ilyushin IL-62M,B-889,23,23,0
1983-07-11,"Near Cuenca, Azuay, Ecuador",TAME,Boeing B-737-2V2,HC-BIG,119,119,0
1983-07-16,"Off Scilly Islands, UK",British Airways Helicopters,Sikorsky S-61N-II,G-BEON,20,26,0
1983-07-23,"Gimli, Manitoba, Canada",Air Canada,Boeing B-767-233ER,C-GAUN,0,69,0
1983-08-17,"Grand Canyon, Arizona",Las Vegas Airlines,Piper PA-31-350 Chieftain,N88LV,10,10,0
1983-08-30,"Near Alma-Ata, Kazakastan, USSR",Aeroflot,Tupolev TU-134A,CCCP-65129,90,90,0
1983-09-01,"Near Sakhalin Island, Russia",Korean Airlines,Boeing B-747-230B,HL-7442,269,269,0
1983-09-02,"Near Smithers, British Columbia, Canada",Central Mountain Air Services,Britten-Norman BN-2A-21 Islander,C-GIPF,9,9,0
1983-09-14,"Guilin, China",CAAC,Hawker Siddeley Trident 2E / II-28,B-264 ?,11,106,0
1983-09-23,"Near Mina Jebel Ali, UAE",Gulf Air,Boeing B-737-2P6,A40-BK,112,112,0
1983-09-28,"Off Lanyu Island, Taiwan",Taiwan Airlines,Britten-Norman BN-2A-26 Trislander,B-11109,10,10,0
1983-10-07,"Aracatuba, Brazil",TAM Lineas Aéreas Regional,Embraer 110C Bandeirante,PP-SBH,7,15,0
1983-10-08,"Near Lonkin, Myanmar",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,XY-AEE,9,14,0
1983-10-11,"Pinckneyville, Illinois",Air Illinois,Hawker Siddeley HS-748-FAA,N748LL,10,10,0
1983-10-28,"Middletown, Pennsylvania",Pennsylvania Airlines,Shorts 330-200,N26288,1,30,0
1983-11-08,"Lubango, Huila, Angola",TAAG Angola Airlines,Boeing B-737-200,D2-TBN,130,130,0
1983-11-23,"Landsdowne House, Canada",Austin Airways,de Havilland Canada DHC-6 Twin Otter 300,C-GTLA,4,7,0
1983-11-27,"Madrid-Barajas, Spain",AVIANCA,Boeing B-747-283B,HK-2910X,181,192,0
1983-11-28,"Near Enugu, Nigeria",Nigeria Airways,Fokker F-28 Fellowship 2000,5N-ANF,53,72,0
1983-12-07,"Near Madrid, Spain",Iberia Airlines / Aviaco,Boeing B-727-200 / DC9-32,EC-CFJ/EC-CGS,93,135,0
1983-12-14,"Near Medellin, Colombia",TAMPA Colombia,Boeing 707-373C,HK-2401,3,3,22
1983-12-17,"Paulatuk, Northwest Territory, Canada",Inuvik Coastal Airways,de Havilland Canada DHC-6 Twin Otter 200,C-FGJK,2,12,0
1983-12-24,"Leshukonskoye, Russia",Aeroflot,Antonov AN-24,CCCP-46617,44,49,0
1984-01-02,"Amman, Jordan",Military - Royal Jordanian Air Force,CASA 212-A3 Aviocar 100,324,13,13,0
1984-01-03,"Novoagansk, Russia",Aeroflot,Mi-6,CCCP-21006,38,76,0
1984-01-09,"Saint Louis, Missouri",Skycraft Air Transport,Douglas DC-3,C-GSCA,1,2,0
1984-01-10,"Sofia, Bulgaria",Balkan Bulgarian Airlines,Tupolev TU-134A,LZ-TUR,50,50,0
1984-01-13,"Cochabamba, Bolivia",North East Bolivian Airways,Douglas EC-54U,CP-1090,1,3,0
1984-01-28,"Izhevsk, Russia",Aeroflot,Antonov An-24RV,CCCP-47358,4,51,0
1984-01-30,"Terre Haute, Indiana",Britt Airways,Swearingen SA.226TC Metro II,N63Z,3,3,0
1984-02-16,"Near Debre Zelt, Ethiopia",Military - Ethiopian Air Force,Antonov AN-12,1506,26,38,0
1984-02-19,"Near San Gerardo, El Salvador",Military - Salvadoran Air Force,Bell UH-1H / UH-1H,?,28,28,0
1984-02-28,"JFK Airport, New York, York",Scandinavian Airlines (SAS),McDonnell Douglas DC-10-30,LN-RKB,0,177,0
1984-03-13,"Barranquilla, Colombia",Aerosucre Colombia,Curtiss C-46A,HK-1322P,4,6,0
1984-03-16,"San Borja, Bolivia",Lloyd Aereo Boliviano,Fairchild F-27M,CP-862,23,23,0
1984-03-24,"Near Rurrenabaque, Bolivia",Frigorifico Reyes,Douglas C-54,CP-1206,5,5,0
1984-03-24,"Near Hunghae, South Korea",Military - U.S. Marine Corps,Sikorsky CH-53D,157132,29,29,0
1984-03-31,Off Bimini,State Airlines,Cessna 402B,N44NC,6,6,0
1984-04-18,"Imperatriz, Brazil",VOTEC / VOTEC,Embraer 110EJ Band./Embraer 110P Band.,PT-GJZ/PT-GKL,19,35,0
1984-05-08,"Elbet Beni Salama, Egypt",Military - Egyptian Air Force,McDonnel F-4E Phantom II,?,2,2,19
1984-05-30,"Chalkhill, Pennsylvania",Zantop International Airlines,Lockheed L-188AF Electra,N5523,4,4,0
1984-06-04,"Windsor Locks, Connecticut",Air Continental,Learjet 23A,N101PP,3,3,0
1984-06-19,"Island Beach, New Jersey",Air Taxi - Raco Helicopters Corp.,Aerospeciale AS-350D,N5784M,3,3,0
1984-06-28,"Near Sao Pedro d' Aldeia, Brazil",TAM Lineas Aéreas Regional,Embraer 110C Bandeirante,PP-SBC,18,18,0
1984-07-11,"Off Buenavista, Philippines",Military - Philippine Air Force,Bell UH-1H,?,30,30,0
1984-07-12,"Sigonella AFB, Italy",Military - U.S. Air Force,Lockheed C-141B,64-0624,9,9,0
1984-07-21,"Tau Island, American Samoa",South Pacific Island Airways,de Havilland Canada DHC-6 Twin Otter 300,N43SP,1,14,0
1984-08-02,"Vieques, Puerto Rico",Vieques Air Link,Britten-Norman BN-2A Islander,N589SA,9,9,0
1984-08-04,"Nawabshah, Pakistan",Aeroflot,Antonov AN-12BP,CCCP-10232,24,24,0
1984-08-05,"Dacca, Bangladesh",Bangladesh Biman,Fokker F-27 Friendship 600,S2-ABJ,49,49,0
1984-08-11,"Near Memphis, Tennessee",Aviation Enterprises,Douglas DC-3,N70003,3,3,0
1984-08-15,"Near Wamena, Indonesia",Airfast Indonesia,Douglas C-47A,PK-OBC,2,3,0
1984-08-24,"San Luis Obispo, California",Wings West Airlines / Private,Beechcraft C99 / Rockwell 112TC,N6399U/N112SM,17,17,0
1984-08-30,"Douala, Cameroon",Cameroon Airlines,Boeing B-737-2H7C,TJ-CBD,2,116,0
1984-09-06,"Mt. Musaka, Papua, New Guinea",Talair,Britten-Norman BN-2A-20 Islander,P2-ISG,9,11,0
1984-09-07,"Near Naples, Florida",Provincetown - Boston Airlines,Cessna 402C,N89PB,1,6,0
1984-09-11,"Near the Kwango River, Zaire",MMM Aero Services,Handley Page Dart Herald 202,9Q-CAH,30,30,0
1984-09-16,"Opole, Poland",APRL,Antonov An-2T,SP-AMK,11,25,0
1984-09-18,"Quito, Ecuador",AECA Cargo,McDonnell Douglas DC-8F-55,HC-BKN,4,4,49
1984-09-21,"Near Sarakchar, Afghanistan",Military - Russian Air Force,Antonov AN-12,?,50,50,0
1984-10-09,"Fort Franklin, Canada",Nahanni Air Services,de Havilland Canada DHC-6 Twin Otter 100,C-FPPL,7,7,0
1984-10-11,"Near Omsk, Russia",Aeroflot,Tupolev TU-154B,CCCP-85243,174,179,4
1984-10-11,"Goose Bay, Newfoundland, Canada",Labradore Airways,de Havilland Canada DHC-6 Twin Otter 100,C-FAUS,4,4,0
1984-10-27,"Near Kabul, Afghanistan",Mililtary - Soviet Air Force,Ilyushin IL-76M,CCCP-86739,11,11,0
1984-10-31,"Off Davao, Philippines",Village Airways,Douglas C-47B,RP-C138,4,4,0
1984-11-20,"Loja, Peru",TAME,de Havilland Canada DHC-6 Twin Otter 300,FAE-446,14,14,0
1984-12-04,"Near Kostroma, USSR",Aeroflot,LET 410 M,CCCP-67225,17,17,0
1984-12-06,"Jacksonville, Florida",Provincetown - Boston Airlines,Embraer 110P1 Bandeirante,N96PB,13,13,0
1984-12-19,"Near Jaen, Peru",Military - Fuerza Aérea del Peru,de Havilland Canada DHC-6 Twin Otter 300,FAP-307,21,21,0
1984-12-22,"Near Bhojpur, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,9N-ABH,15,23,0
1984-12-23,"Near Kranoyarsk, Russia",Aeroflot,Tupolev TU-154B-2,CCCP-85338,110,111,0
1985-01-01,"Near La Paz, Bolivia",Eastern Air Lines,Boeing B-727-225 Adv,N819EA,29,29,0
1985-01-09,"Kansas City, Kansas",TPI International Airways,Lockheed L-188AF Electra,N357Q,3,3,0
1985-01-18,"Jinan, China",CAAC,Antonov AN-24B,B-434,38,41,0
1985-01-19,"Havana, Cuba",Cubana de Aviacion,Ilyushin IL-18D,CU-T899,38,38,0
1985-01-20,"Carson, New Mexico",Air Taxi - EMS,Bell 206 L-1,N40TE,3,3,0
1985-01-21,"Reno, Nevada",Galaxy Airlines,Lockheed L-188A Electra,N5532,70,71,0
1985-01-22,"Off Puerto Castilla, Honduras",Military - U.S. Air Force,Lockheed C-130A,56-0501,21,21,0
1985-01-23,"Cerro el Plateado, Colombia",Aerolineas Centrales de Colombia,de Havilland Canada DHC-6 Twin Otter 300,HK-1910,23,23,0
1985-01-23,"Near Buga, Colombia",AIRES Colombia,Embraer 110P1 Bandeirante,HK-2638,17,17,0
1985-02-01,"Minsk, Belarus, USSR",Aeroflot,Tupolev TU-134A,CCCP-65910,58,80,0
1985-02-04,"Soldotna, Alaska",North Pacific Airlines,Beech Queen Air 65-A80,N50NP,9,9,0
1985-02-19,"300 nm NW of San Francisco, California",China Airlines (Taiwan),Boeing B-747-SP-09,N4522V,0,274,0
1985-02-19,"Near Durango, Vizcaya, Spain",Iberia Airlines,Boeing B-727-256,EC-DDU,148,148,0
1985-02-22,"Timbuktu, Mali",Air Mali,Antonov AN-24V,TZ-ACT,50,51,0
1985-02-25,"Near Valdez, Alaska",Military - U.S. Air Force,Boeing RC-135T,55-3121,3,3,0
1985-03-12,"Fort Hood, Texas",Military - U.S. Air Force,Lockheed C-130E Hercules,64-0549,6,6,0
1985-03-28,"Near Florencia, Colombia",SATENA,Fokker F-28 Fellowship 3000,FAC-1140,46,46,0
1985-04-11,"Salta, Argentina",YPF,HS-125-700B,LV-ALW,7,7,0
1985-04-15,"Near Phuket, Thailand",Thai Airways,Boeing B-737-200,HS-TBB,11,11,0
1985-04-16,"Las Cruces, New Mexico",American Airlines,Boeing B-727-227,N718AA,0,89,0
1985-04-20,"Santa Rosa, Bolivia",Carga Aereo Transportada,Convair CV-440,CP-1489,4,4,0
1985-04-20,"Kulusuk, Greenland",Aeronica,Fokker F-27 Friendship 100,YN-BZF,2,5,0
1985-05-03,"Near L'vov, Ukraine, USSR",Aeroflot / Soviet Air Force,Tupolev TU-134A / Antonov An-26,CCCP65856/26492,76,76,0
1985-05-06,"Off Tanegashima, Japan",Military - U.S. Marine Corps,CH-53D,157138,17,17,0
1985-05-28,"Cabimas, Venezuela",Avensa,Convair CV-580,YV-84C,2,13,0
1985-05-31,"Nashville, Tennessee",General Aviation Inc.,Grumman G-159 Gulfstream I,N181TG,2,2,0
1985-06-14,"Athens, Greece",Trans World Airlines,Boeing B-727-231,N64339,1,153,0
1985-06-23,"Juara, Brazil",TABA,Embraer 110P Bandeirante,PT-GJN,17,17,0
1985-06-23,"Atlantic Ocean, 110 miles West of Ireland",Air India,Boeing B-747-237B,VT-EFO,329,329,0
1985-07-10,"Near Uchuduk, Uzbekistan, USSR",Aeroflot,Tupolev TU-154B-2,CCCP-85311,200,200,0
1985-07-24,"Leticia, Colombia",Fuerza Aérea Colombiana,Douglas DC-6B,FAC-902,80,80,0
1985-08-02,"Ft. Worth-Dallas, Texas",Delta Air Lines,Lockheed L-1011-1 TriStar,N726DA,134,163,1
1985-08-12,"Mt. Osutaka, near Ueno Village, Japan",Japan Air Lines,Boeing B-747-SR46,JA8119,520,524,0
1985-08-12,"Mulia, Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,PK-NUG,8,19,0
1985-08-15,"Aden, Yemen",Alyemda Airlines,Boeing 707-336C,7O-ACO,3,73,0
1985-08-22,"Manchester, England",British Airtours,Boeing B-737-236,G-BGJL,55,137,0
1985-08-25,"Auburn, Maine",Bar Harbor Airlines,Beechcraft 99,N300WP,8,8,0
1985-08-27,"Beale AFB, California",Military - U.S. Air Force,Boeing KC-135A,59-1443,7,7,0
1985-09-04,"Near Kandahar, Afghanistan",Ariana Afghan Airlines,Antonov AN-26,YA-BAM,52,52,0
1985-09-06,"Milwaukee, Wisconsin",Midwest Express,McDonnell Douglas DC-9-14,N100ME,31,31,0
1985-09-22,Afghanistan,Military - Soviet Air Force,Antonov AN-12,?,26,26,0
1985-09-25,"Near Kharkov, Ukraine",MAP,Antonov An-12,CCCP-69321,9,9,0
1985-09-29,"Jenkinsburg, Georgia",Air Carriers Express Services Inc,Cessna 208 Caravan I,N551CC,17,17,0
1985-10-09,"Vitória da Conquista, Brazil",Nordeste Linhas Aéreas,Embraer 110C Bandeirante,PT-GKA,2,2,0
1985-10-10,"Off South Head, Australia",Pel Air,IAI 1124 Westwind,VH-IWJ,2,2,0
1985-10-11,"Near Kutayissi, USSR",Aeroflot,Yakovlev YAK-40,CCCP-87803,14,14,0
1985-10-11,"Near Beni, Bolivia",Sabeni,Curtiss C-46D,CP-1593,2,2,0
1985-10-11,"Homer City, Pennsylvania",Mountain Air Cargo,de Havilland Canada DHC-6 Twin Otter 200,N3257,1,1,0
1985-10-12,"Putao, Myanmar",Burma Airways,Fokker F-27 Friendship 600,XY-ADS,4,4,0
1985-11-15,"Dothan, Alabama",Military - U.S. Air Force,Convair CV-340,54-2817,4,4,0
1985-11-21,"Near Sibyak, Indonesia",Military - Indonesian Air Force,Lockheed C-130H Hercules,A-1322,11,11,0
1985-11-24,"Luqa, Malta",EgyptAir,Boeing B-737-266,SU-AYH,60,103,0
1985-11-25,"Near Luassingua, Angola",Military - Angolan Air Force,Antonov AN-26,CCCP-11747,22,22,0
1985-12-12,"Gander, Newfoundland, Canada",Arrow Airways,McDonnell Douglas DC-8 Super 63PF,N950JW,256,256,0
1985-12-30,"Near Dhangadhi, Nepal",Military - Royal Nepalese Air Force,Short SC7- Skyvan,RAN-23,25,25,0
1985-12-31,"De Kalb, Texas",Private,Douglas DC-3,N711Y,7,9,0
1986-01-18,"Near Peten, Guatemala",Aerovias de Guatemala SA,Sud-Aviation Caravelle VI-N,HC-BAE,94,94,0
1986-01-21,"Ellendale, Minnesota",Air Taxi,Bell 296B,N1498W,3,3,0
1986-01-28,"Sao Paulo, Brazil",VASP,Boeing B-737-2A1,PP-SME,1,72,0
1986-01-29,"Las Lomitas, Mexico",Aerocalifornia,Douglas DC-3A-178,XA-IOR,21,21,0
1986-02-05,"Kasongo, Zaire",GLM Aviation,Lockheed L-188AF Electra,9Q-CWT,2,14,0
1986-02-16,"Off Makung, Taiwan",China Airlines (Taiwan),Boeing B-737-281,B-1870,13,13,0
1986-03-02,"Near Bugulma, Russia",Aeroflot,Antonov AN-24B,CCCP-46423,38,38,0
1986-03-13,"Alpena, Michigan",Simmons Airlines,Embraer 110P1 Bandeirante,N1356P,3,9,0
1986-03-20,"Near Naha, Indonesia",Merpati Nusantara Airlines,CASA 212 Aviocar 100,PK-NCF,2,16,0
1986-03-24,"Goose Bay, Newfoundland, Canada",Goose Bay Air Services,de Havilland Canada DHC-3 Otter,C-FAGM,4,5,0
1986-03-25,"Omsk, Soviet Union",Ministerstvo Obshchestvo Mashinostroyeniya,Antonov An-12AP,CCCP-11795,9,9,0
1986-03-27,"Bangui, Central African Republic",Military - French Air Force,Sepecat Jaguar A,?,0,0,35
1986-03-30,"Near Pemba, Mozambique",Military - Mozambique Air Force,Antonov AN-26,042,49,54,0
1986-03-31,"Maravatio, Mexico",Mexicana,Boeing B-727-264,XA-MEM,167,167,0
1986-04-02,"Near Athens, Greece",Trans World Airlines,Boeing B-727,N54340,4,121,0
1986-04-02,"Near Magdalena, New Mexico",Military - U.S. Air Force,Lockheed HC-130P Hercules,66-0211,11,11,0
1986-04-27,"Near Saravena, Colombia",ACES Colombia,de Havilland Canada DHC-6 Twin Otter 300,HK-2761,13,13,0
1986-05-01,"San Salvador, El Salvador",Military - Salvador Air Force,Douglas DC-6,FAS-302,37,37,0
1986-05-03,"Near Taipei, Taiwan",Military - Republic of China Air Force,Bell UH-1H / (helicopters),?,22,22,0
1986-05-03,"Colombo, Sri Lanka",Air Lanka,Lockheed L-1011-100,4R-ULD,22,150,0
1986-05-18,"Djibouti, Djibouti",Military - French Naval Aviation,Dassault Breguet Atlantique,19,19,19,0
1986-05-24,"Antananarivo, Madagascar",Military - Armée de l'Air Malgache,Douglas C-47,?,13,13,0
1986-06-10,"Near Cairo, Egypt",EgyptAir,Fokker F-27 Friendship 500,SU-GAD,23,26,0
1986-06-12,"Port Ellen, Islay Island",Loganair,de Havilland Canada DHC-6 Twin Otter 300,G-BGPC,1,16,0
1986-06-18,"Grand Canyon, Arizona",Grand Canyon Airlines / Helitech,de Havilland Can. DHC-6 -300/ Bell 206B,N76GC/N6TC,25,25,0
1986-07-02,"Near Syktyvar, Russia",Aeroflot,Tupolev TU-134A,CCCP-65120,54,92,0
1986-07-10,"Maputo, Mozambique",Military - Zimbabwe Air Force,Douglas C-47A,7312,17,17,0
1986-08-04,"Off St. Vincent, Leeward Islands",Leeward Islands Air Transport,de Havilland Canada DHC-6 Twin Otter 300,V2-LCJ,13,13,0
1986-08-14,"Near Wampusirpi, Honduras",Military - Honduran Air Force,Lockheed C130D,556,59,59,0
1986-08-16,"Malakal, Sudan",Sudan Airways,Fokker F-27 Friendship 400M,ST-ADY,60,60,0
1986-08-28,"Texarkana, Arkansas",Southwest Airlift,Howard 250,N252K,2,2,0
1986-08-31,"Cerritos, California",Aeromexico / Private,MD Douglas DC-9-32 / Piper PA-28-181,XA-JED/N4891F,67,67,15
1986-09-05,"Karachi, Pakistan",Pan American World Airways,Boeing B-747-121,N656PA,16,384,1
1986-09-09,"Hopkinsville, Kentucky",Military - U.S. Air Force,Lockheed C-130A Hercules,56-0468,3,4,0
1986-09-19,"Near Mantiqueira, Brazil",Atlantic Southeast Airlines,Embraer 120RT Brasilia,N219AS,5,5,0
1986-10-03,"Manado, North Sulawesi, Indonesia",Eastindo,Short SC-7 Skyvan Variant,PK-ESC,13,13,0
1986-10-04,"San Antonio, Texas",Southern Air Transport,Lockheed L-100-30 Hercules,N15ST,3,3,0
1986-10-14,"Ust-Maya, USSR",Aeroflot,LET 410MT Turbojet,CCCP-67264,14,14,0
1986-10-15,"Chiraz, Iran",Iran Air,Boeing 737-286,EP-IRG,3,80,0
1986-10-19,"Near Komatipoot, South Africa",Government of Mozambique,Tupolev TU-134A,C9-CAA,34,44,0
1986-10-20,"Kuybyshev, Russia",Aeroflot,Tupolev TU-134A,CCCP-65766,70,93,0
1986-10-22,"Manhattan, New York",Private - WNBC,Enstrom F-28F,N8617B,2,2,0
1986-10-23,"Near Peshawar, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 600,AP-AUX,13,54,0
